,subtitle,sq_mt_built,n_rooms,n_bathrooms,floor,buy_price,has_lift,is_exterior,has_terrace,has_parking,full_title
6490,Puerta del Ángel,46.0,2,1.0,1,119000,0.0,1.0,0.0,0,"calle de la Grandeza Española, Puerta del Ángel, Madrid"
6491,Aluche,75.0,2,1.0,1,185000,1.0,1.0,0.0,0,"maqueda, Aluche, Madrid"
6492,Puerta del Ángel,100.0,4,1.0,2,369000,1.0,1.0,1.0,0,"avenida Portugal, Puerta del Ángel, Madrid"
6493,Campamento,46.0,1,1.0,3,180000,1.0,1.0,1.0,0,"Ático en venta en SEBASTIAN ALVARO, 8, Campamento, Madrid"
6494,Aluche,75.0,2,1.0,4,155000,0.0,1.0,1.0,0,"calle de Camarena, 261, Aluche, Madrid"
6495,Puerta del Ángel,74.0,3,1.0,1,220000,0.0,1.0,0.0,0,"calle de Barrafon, 39, Puerta del Ángel, Madrid"
6496,Puerta del Ángel,78.0,2,1.0,1,183000,1.0,1.0,0.0,0,"calle Sagrados Corazones, 4, Puerta del Ángel, Madrid"
6497,Puerta del Ángel,64.0,2,1.0,1,125000,0.0,1.0,1.0,0,"vicente camarón, 16, Puerta del Ángel, Madrid"
6498,Puerta del Ángel,78.0,2,1.0,2,154000,0.0,1.0,1.0,0,"avenida de los Apostoles, Puerta del Ángel, Madrid"
6499,Campamento,80.0,2,1.0,0,265000,1.0,1.0,1.0,1,"calle Daniel Segovia, 29, Campamento, Madrid"
6500,Latina,79.0,3,2.0,0,155000,0.0,1.0,0.0,0,"Aluche, Latina, Madrid"
6502,Los Cármenes,127.0,2,1.0,2,270000,1.0,1.0,0.0,1,"calle Luisa Muriel, Los Cármenes, Madrid"
6503,Puerta del Ángel,123.0,2,2.0,4,375000,1.0,1.0,0.0,0,"avenida del Manzanares, Puerta del Ángel, Madrid"
6505,Águilas,71.0,3,1.0,0,100000,1.0,1.0,0.0,0,"calle de Blas Cabrera, Águilas, Madrid"
6506,Águilas,60.0,2,1.0,5,139900,1.0,1.0,1.0,0,"avenida de Las Águilas, Águilas, Madrid"
6507,Puerta del Ángel,51.0,1,1.0,2,148000,1.0,1.0,0.0,0,"calle Moscareta, Puerta del Ángel, Madrid"
6508,Puerta del Ángel,50.0,1,1.0,2,148000,1.0,1.0,0.0,0,"calle Moscareta, Puerta del Ángel, Madrid"
6509,Puerta del Ángel,59.0,1,1.0,0,159000,1.0,0.0,0.0,0,"calle Moscareta, Puerta del Ángel, Madrid"
6510,Puerta del Ángel,42.0,1,1.0,0,128000,1.0,1.0,0.0,0,"calle Moscareta, Puerta del Ángel, Madrid"
6511,Puerta del Ángel,62.0,3,1.0,2,148270,1.0,1.0,1.0,0,"paseo de los olivos, 59, Puerta del Ángel, Madrid"
6512,Puerta del Ángel,78.0,3,1.0,0,210000,1.0,1.0,0.0,0,"avenida del Manzanares, Puerta del Ángel, Madrid"
6515,Aluche,65.0,2,1.0,2,130000,1.0,1.0,1.0,0,"calle los Yébenes, 145, Aluche, Madrid"
6516,Latina,53.0,2,1.0,2,129000,0.0,1.0,1.0,0,"Urb. JUNTO AL METRO LAGUNA, REFORMADO, Lucero, Latina, Madrid"
6517,Puerta del Ángel,71.0,3,1.0,0,120000,0.0,1.0,0.0,0,"paseo Perales, Puerta del Ángel, Madrid"
6518,Latina,91.0,4,2.0,2,270000,1.0,1.0,0.0,0,"Urb. JUNTO AL PARQUE ALUCHE Y EL METRO, REFORMADO, Aluche, Latina, Madrid"
6519,Latina,72.0,3,1.0,5,155000,0.0,1.0,1.0,1,"Águilas, Latina, Madrid"
6520,Lucero,76.0,3,1.0,0,150000,1.0,1.0,0.0,0,"calle de la Alhambra, Lucero, Madrid"
