,subtitle,sq_mt_built,n_rooms,n_bathrooms,floor,buy_price,has_lift,is_exterior,has_terrace,has_parking,full_title,years_of_saving_for_26_35,years_of_saving_for_36_45,years_of_saving_for_46_55,years_of_saving_for_56_65
0,San Cristóbal,64.0,2,1.0,3,85000,0.0,1.0,0.0,0,"calle de Godella, 64, San Cristóbal, Madrid",4.465004022526147,7.052096569250318,2.578996282527881,0.9003893575600259
1,Los Ángeles,70.0,3,1.0,4,129900,1.0,1.0,1.0,0,"calle de la del Manojo de Rosas, Los Ángeles, Madrid",6.632341110217216,10.475222363405337,3.8308550185873607,1.337443218689163
2,San Andrés,94.0,2,2.0,1,144247,1.0,1.0,0.0,0,"calle del Talco, 68, San Andrés, Madrid",7.3248753016894605,11.569021601016518,4.2308643122676575,1.4770960415314731
3,San Andrés,64.0,2,1.0,0,109900,1.0,1.0,0.0,0,"calle Pedro Jiménez, San Andrés, Madrid",5.666934835076428,8.950444726810673,3.2732342007434942,1.1427644386761844
4,Los Rosales,108.0,2,2.0,4,260000,1.0,1.0,0.0,1,"carretera de Villaverde a Vallecas, Los Rosales, Madrid",12.912308930008045,20.393900889453622,7.45817843866171,2.6038286826735884
5,San Andrés,126.0,4,2.0,3,195000,0.0,1.0,1.0,1,"geologia, San Andrés, Madrid",9.774738535800482,15.438373570520966,5.645910780669145,1.971122647631408
6,San Andrés,120.0,5,2.0,1,190000,0.0,1.0,1.0,1,"avenida Real de Pinto, San Andrés, Madrid",9.533386967015286,15.0571791613723,5.506505576208179,1.9224529526281635
7,Villaverde,125.0,3,2.0,2,198500,0.0,1.0,1.0,0,"San Andrés, Villaverde, Madrid",9.94368463395012,15.705209656925032,5.743494423791821,2.0051914341336796
8,Los Rosales,85.0,2,1.0,7,131400,0.0,1.0,1.0,0,"calle de Martinez Oviol, Los Rosales, Madrid",6.704746580852776,10.589580686149937,3.8726765799256504,1.3520441271901362
9,San Andrés,69.0,2,2.0,2,118000,0.0,1.0,1.0,0,"De la Plata - Villaverde, San Andrés, Madrid",6.057924376508447,9.567979669631512,3.4990706319702602,1.2216093445814407
10,Los Rosales,123.0,3,2.0,4,195000,1.0,1.0,0.0,0,"calle de la Unanimidad, 67, Los Rosales, Madrid",9.774738535800482,15.438373570520966,5.645910780669145,1.971122647631408
11,Los Ángeles,109.0,3,2.0,3,205000,1.0,1.0,1.0,0,"calle de Anoeta, 63, Los Ángeles, Madrid",10.257441673370877,16.200762388818298,5.924721189591078,2.0684620376378975
12,San Cristóbal,64.0,3,1.0,3,72000,0.0,1.0,1.0,0,"calle GODELLA, San Cristóbal, Madrid",3.837489943684634,6.060991105463787,2.216542750929368,0.7738481505515898
13,Villaverde,115.0,3,1.0,1,184900,0.0,1.0,1.0,0,"Los Rosales, Villaverde, Madrid",9.287208366854385,14.668360864040661,5.364312267657993,1.872809863724854
14,Villaverde,65.0,3,1.0,4,90000,0.0,1.0,1.0,0,"Los Ángeles, Villaverde, Madrid",4.706355591311343,7.433290978398984,2.7184014869888475,0.9490590525632706
15,Villaverde,75.0,3,1.0,3,129900,1.0,1.0,1.0,0,"San Andrés, Villaverde, Madrid",6.632341110217216,10.475222363405337,3.8308550185873607,1.337443218689163
16,Villaverde,60.0,2,1.0,0,94900,0.0,1.0,0.0,0,"San Cristóbal, Villaverde, Madrid",4.942880128720836,7.806861499364676,2.8550185873605947,0.9967553536664504
17,Villaverde,60.0,2,1.0,2,89900,0.0,1.0,1.0,0,"San Andrés, Villaverde, Madrid",4.70152855993564,7.4256670902160105,2.7156133828996283,0.9480856586632057
18,Villaverde,95.0,4,2.0,4,144900,0.0,1.0,0.0,0,"Los Ángeles, Villaverde, Madrid",7.356395816572808,11.618805590851334,4.24907063197026,1.483452303698897
19,Villaverde,76.0,3,1.0,2,110000,0.0,1.0,1.0,0,"San Andrés, Villaverde, Madrid",5.671761866452132,8.958068614993646,3.276022304832714,1.1437378325762493
20,San Andrés,75.0,3,1.0,3,138000,0.0,1.0,1.0,1,"COBALTO s/n, San Andrés, Madrid",7.0233306516492355,11.092757306226176,4.056691449814126,1.4162881245944192
21,Villaverde,112.0,4,2.0,2,280000,1.0,1.0,0.0,1,"Butarque, Villaverde, Madrid",13.877715205148833,21.918678526048286,8.015799256505575,2.798507462686567
22,Los Rosales,65.0,3,1.0,1,150000,1.0,1.0,0.0,0,"calle Villajoyosa, Los Rosales, Madrid",7.602574416733709,12.007623888182973,4.391263940520446,1.5330953926022064
23,San Andrés,70.0,2,1.0,3,145900,0.0,1.0,1.0,0,"paseo de Alberto Palacios, San Andrés, Madrid",7.404666130329847,11.695044472681067,4.276951672862453,1.4931862426995457
24,San Andrés,75.0,1,1.0,1,92500,1.0,1.0,0.0,0,"calle Laguna del Marquesado, San Andrés, Madrid",4.8270313757039425,7.6238881829733165,2.7881040892193307,0.9733939000648929
25,Los Rosales,123.0,3,2.0,7,298000,1.0,1.0,0.0,1,"carretera de Villaverde a Vallecas, Los Rosales, Madrid",14.746580852775542,23.29097839898348,8.517657992565056,2.973718364698248
26,Villaverde,72.0,2,1.0,3,138000,0.0,1.0,0.0,1,"San Andrés, Villaverde, Madrid",7.0233306516492355,11.092757306226176,4.056691449814126,1.4162881245944192
27,Butarque,61.0,3,1.0,5,100000,0.0,1.0,0.0,0,"Concepción de la Oliva, 21, Butarque, Madrid",5.189058728881737,8.195679796696314,2.9972118959107807,1.04639844256976
28,San Andrés,71.0,3,1.0,1,131400,0.0,1.0,1.0,0,"San Neviano - Villaverde, San Andrés, Madrid",6.704746580852776,10.589580686149937,3.8726765799256504,1.3520441271901362
29,Villaverde,87.0,3,1.0,2,96000,0.0,1.0,1.0,0,"Los Rosales, Villaverde, Madrid",4.99597747385358,7.890724269377382,2.8856877323420074,1.007462686567164
30,Los Ángeles,78.0,4,1.0,2,146700,1.0,1.0,0.0,0,"calle la Dolorosa, Los Ángeles, Madrid",7.443282381335479,11.756035578144854,4.299256505576208,1.500973393900065
31,Butarque,125.0,3,3.0,7,275000,1.0,1.0,1.0,0,"Dúplex en venta en calle ESTEFANITA, Butarque, Madrid",13.636363636363637,21.53748411689962,7.87639405204461,2.7498377676833226
32,San Andrés,75.0,0,1.0,1,83800,1.0,1.0,1.0,0,"Estudio en venta en calle Laguna del Marquesado, San Andrés, Madrid",4.407079646017699,6.960609911054638,2.545539033457249,0.8887086307592472
33,Butarque,97.0,2,2.0,0,266122,1.0,1.0,1.0,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",13.207819790828639,20.860635324015245,7.6288661710037164,2.663419857235561
34,Butarque,93.0,2,2.0,7,228273,1.0,1.0,1.0,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",11.380836685438455,17.975069885641677,6.573596654275093,2.295
35,Los Ángeles,103.0,4,2.0,1,171900,1.0,1.0,0.0,0,"calle de la del Manojo de Rosas, Los Ángeles, Madrid",8.659694288012872,13.67725540025413,5.0018587360594795,1.7462686567164178
36,Butarque,83.0,2,2.0,7,228273,1.0,1.0,1.0,1,"Ático en venta en Villaverde a perales, Butarque, Madrid",11.380836685438455,17.975069885641677,6.573596654275093,2.295
37,Los Rosales,45.0,2,1.0,1,85000,0.0,1.0,0.0,0,"calle de Juan José Martínez Seco, Los Rosales, Madrid",4.465004022526147,7.052096569250318,2.578996282527881,0.9003893575600259
38,Los Ángeles,74.0,3,1.0,1,139000,0.0,1.0,0.0,0,"calle la del Soto del Parral, 59, Los Ángeles, Madrid",7.071600965406275,11.168996188055909,4.08457249070632,1.4260220635950682
39,Butarque,125.0,3,2.0,7,272500,1.0,1.0,1.0,0,"Dúplex en venta en calle Estefanita, 6, Butarque, Madrid",13.515687851971038,21.346886912325285,7.806691449814126,2.7255029201817003
40,Butarque,126.0,4,2.0,0,275000,1.0,1.0,1.0,1,"calle Berrocal, Butarque, Madrid",13.636363636363637,21.53748411689962,7.87639405204461,2.7498377676833226
41,Butarque,158.0,3,2.0,4,289000,1.0,1.0,1.0,1,"Ático en venta en calle Euskalduna, 14, Butarque, Madrid",14.312148028962188,22.604828462515883,8.266728624535316,2.8861129136924077
42,Los Ángeles,108.0,3,2.0,4,179000,1.0,1.0,1.0,0,"calle Alcocer, Los Ángeles, Madrid",9.002413515687852,14.218551461245236,5.199814126394052,1.8153796236210253
43,Villaverde,62.0,2,1.0,0,123000,1.0,1.0,0.0,0,"San Andrés, Villaverde, Madrid",6.299275945293644,9.949174078780178,3.6384758364312266,1.2702790395846852
44,Los Rosales,51.0,2,1.0,3,89500,0.0,1.0,1.0,0,"calle Topacio, Los Rosales, Madrid",4.682220434432824,7.395171537484117,2.704460966542751,0.9441920830629461
45,Butarque,112.0,3,2.0,3,289000,1.0,1.0,0.0,1,"calle Calcio, 15, Butarque, Madrid",14.312148028962188,22.604828462515883,8.266728624535316,2.8861129136924077
46,Butarque,109.0,3,2.0,2,216278,1.0,1.0,1.0,1,"calle Camas, 2, Butarque, Madrid",10.801834271922766,17.060584498094027,6.239163568773233,2.178241401687216
47,Butarque,107.0,3,2.0,1,207503,1.0,1.0,1.0,1,"calle Camas, 2, Butarque, Madrid",10.378262268704745,16.391588310038117,5.994507434944237,2.0928260869565216
48,Butarque,76.0,2,2.0,3,162793,1.0,1.0,0.0,1,"calle Camas, 2, Butarque, Madrid",8.220096540627514,12.98294790343075,4.7479460966542755,1.6576216742375083
49,Butarque,105.0,3,2.0,1,204999,1.0,1.0,1.0,1,"calle Camas, 2, Butarque, Madrid",10.25739340305712,16.200686149936466,5.924693308550186,2.068452303698897
50,Butarque,109.0,3,2.0,4,220879,1.0,1.0,1.0,1,"calle Camas, 2, Butarque, Madrid",11.023925985518906,17.411359593392632,6.367444237918216,2.223027255029202
51,Butarque,108.0,3,2.0,4,218258,1.0,1.0,1.0,1,"calle Camas, 2, Butarque, Madrid",10.897409493161705,17.211537484116896,6.294368029739776,2.1975146009085007
52,Butarque,109.0,3,2.0,0,231855,1.0,1.0,1.0,1,"calle Camas, 2, Butarque, Madrid",11.553740949316172,18.248157560355782,6.67346654275093,2.3298669695003245
53,Butarque,76.0,2,2.0,4,163397,1.0,1.0,0.0,1,"calle Camas, 2, Butarque, Madrid",8.249251810136766,13.028996188055908,4.76478624535316,1.6635009733939001
54,Butarque,76.0,2,2.0,2,160759,1.0,1.0,0.0,1,"calle Camas, 2, Butarque, Madrid",8.121914722445696,12.827878017789072,4.691236059479554,1.6378228423101882
55,Butarque,108.0,3,2.0,3,217169,1.0,1.0,1.0,1,"calle Camas, 2, Butarque, Madrid",10.84484312148029,17.128513341804318,6.264005576208178,2.186914341336794
56,Butarque,76.0,2,2.0,5,165208,1.0,1.0,0.0,1,"calle Camas, 2, Butarque, Madrid",8.336669348350766,13.167064803049556,4.815278810408922,1.6811291369240755
57,Butarque,109.0,3,2.0,3,219775,1.0,1.0,1.0,1,"calle Camas, 2, Butarque, Madrid",10.970635559131134,17.327191867852605,6.3366635687732344,2.2122809863724853
58,Butarque,108.0,3,2.0,0,230817,1.0,1.0,1.0,1,"calle Camas, 2, Butarque, Madrid",11.503636363636364,18.169021601016517,6.644526022304833,2.319763140817651
59,Butarque,108.0,3,2.0,2,213722,1.0,1.0,1.0,1,"calle Camas, 2, Butarque, Madrid",10.678455349959775,16.86571791613723,6.167899628252788,2.1533614536015575
60,Butarque,111.0,2,2.0,6,230749,1.0,1.0,1.0,1,"Ático en venta en calle Ganados del Salobral , 12, Butarque, Madrid",11.500353982300885,18.163837357052095,6.642630111524164,2.3191012329656067
61,Butarque,115.0,3,2.0,2,233789,1.0,1.0,0.0,1,"calle Ganados del Salobral , 12, Butarque, Madrid",11.647095736122283,18.395603557814486,6.727388475836431,2.3486924075275795
62,Butarque,115.0,3,2.0,1,230789,1.0,1.0,0.0,1,"calle Ganados del Salobral , 12, Butarque, Madrid",11.502284794851166,18.166886912325285,6.643745353159851,2.3194905905256324
63,Butarque,117.0,3,2.0,1,244171,1.0,1.0,1.0,1,"calle Ganados del Salobral , 12, Butarque, Madrid",12.148238133547867,19.187115628970776,7.016849442379182,2.449750162232317
64,Butarque,117.0,3,2.0,1,243468,1.0,1.0,1.0,1,"calle Ganados del Salobral , 12, Butarque, Madrid",12.11430410297667,19.133519695044473,6.99724907063197,2.4429072031148604
65,Butarque,117.0,3,2.0,1,244798,1.0,1.0,1.0,1,"calle Ganados del Salobral , 12, Butarque, Madrid",12.178503620273531,19.23491740787802,7.034330855018587,2.4558533419857236
66,Butarque,118.0,3,2.0,1,219235,1.0,1.0,0.0,1,"calle Ganados del Salobral , 12, Butarque, Madrid",10.944569589702335,17.28602287166455,6.32160780669145,2.207024659312135
67,Butarque,115.0,3,2.0,5,242789,1.0,1.0,0.0,1,"calle Ganados del Salobral , 12, Butarque, Madrid",12.081528559935638,19.081753494282083,6.97831784386617,2.4362978585334196
68,Butarque,106.0,3,2.0,3,251569,1.0,1.0,1.0,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",12.505341914722445,19.75113087674714,7.223113382899628,2.5217618429591173
69,Butarque,103.0,3,2.0,3,235402,1.0,1.0,1.0,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",11.724955752212388,18.51857687420584,6.772360594795538,2.364393251135626
70,Butarque,103.0,3,2.0,1,235172,1.0,1.0,1.0,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",11.713853580048267,18.501041931385004,6.765947955390334,2.3621544451654763
71,Butarque,103.0,3,2.0,5,236227,1.0,1.0,1.0,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",11.764778761061946,18.58147395171537,6.795362453531597,2.372423750811161
72,Butarque,114.0,3,2.0,2,254710,1.0,1.0,1.0,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",12.656958970233307,19.990597204574335,7.310687732342008,2.552336145360156
73,Butarque,140.0,3,3.0,7,272500,1.0,1.0,1.0,0,"Dúplex en venta en calle Estefanita, 6, Butarque, Madrid",13.515687851971038,21.346886912325285,7.806691449814126,2.7255029201817003
74,Los Rosales,58.0,3,1.0,2,85000,0.0,1.0,0.0,0,"calle del Estroncio, Los Rosales, Madrid",4.465004022526147,7.052096569250318,2.578996282527881,0.9003893575600259
75,San Cristóbal,65.0,3,1.0,1,94000,0.0,1.0,1.0,0,"calle Moncada, San Cristóbal, Madrid",4.899436846339501,7.738246505717916,2.829925650557621,0.9879948085658663
76,Los Rosales,110.0,4,2.0,1,175000,0.0,1.0,1.0,0,"calle de Martinez Oviol, Los Rosales, Madrid",8.809332260659694,13.913595933926302,5.088289962825279,1.7764438676184295
77,Villaverde,173.0,4,2.0,2,268000,1.0,1.0,0.0,1,"Butarque, Villaverde, Madrid",13.298471440064361,21.00381194409149,7.681226765799257,2.68170019467878
78,Villaverde,75.0,2,1.0,3,156000,1.0,1.0,1.0,0,"Ático en venta en San Andrés, Villaverde, Madrid",7.892196299275946,12.465057179161372,4.558550185873606,1.5914990266061
79,Butarque,90.0,1,1.0,7,183159,1.0,1.0,1.0,1,"Ático en venta en calle Ganados del Salobral , 12, Butarque, Madrid",9.203169750603378,14.535628970775093,5.315771375464683,1.8558630759247239
80,Los Rosales,125.0,3,2.0,1,210000,1.0,1.0,0.0,1,"calle de la Generosidad, 16, Los Rosales, Madrid",10.498793242156074,16.581956797966964,6.064126394052044,2.117131732641142
81,San Andrés,58.0,2,1.0,0,85000,0.0,1.0,0.0,0,"calle de Tordegrillos, San Andrés, Madrid",4.465004022526147,7.052096569250318,2.578996282527881,0.9003893575600259
82,Los Ángeles,92.0,3,1.0,6,159900,1.0,1.0,1.0,0,"avenida de la Verbena de la Paloma, Los Ángeles, Madrid",8.080450522928398,12.762388818297332,4.66728624535316,1.6294613887086307
83,San Andrés,70.0,2,1.0,3,117000,0.0,1.0,0.0,0,"paseo Alberto Palacios, 35, San Andrés, Madrid",6.009654062751408,9.49174078780178,3.471189591078067,1.2118754055807917
84,San Andrés,54.0,2,1.0,2,110000,0.0,1.0,0.0,0,"calle Doctor Pérez Domínguez, 2, San Andrés, Madrid",5.671761866452132,8.958068614993646,3.276022304832714,1.1437378325762493
85,Villaverde,52.0,2,1.0,1,100000,0.0,1.0,0.0,0,"Los Rosales, Villaverde, Madrid",5.189058728881737,8.195679796696314,2.9972118959107807,1.04639844256976
86,San Andrés,108.0,3,1.0,2,140000,0.0,1.0,1.0,0,"calle de los Cacereños, San Andrés, Madrid",7.1198712791633145,11.245235069885641,4.112453531598513,1.435756002595717
87,Los Rosales,65.0,2,1.0,3,106500,0.0,1.0,1.0,0,"calle de Campos Ibáñez, Los Rosales, Madrid",5.502815768302494,8.69123252858958,3.1784386617100373,1.109669046073978
88,Los Rosales,102.0,3,2.0,3,127500,0.0,1.0,1.0,0,"calle DIAMANTE, Los Rosales, Madrid",6.516492357200322,10.292249047013977,3.7639405204460967,1.3140817650876055
89,San Andrés,80.0,2,1.0,3,148000,1.0,1.0,1.0,1,"calle Transversal Sexta, San Andrés, Madrid",7.50603378921963,11.855146124523507,4.33550185873606,1.5136275146009086
90,Butarque,108.0,2,1.0,4,205000,1.0,1.0,1.0,1,"Dúplex en venta en calle Canchal, Butarque, Madrid",10.257441673370877,16.200762388818298,5.924721189591078,2.0684620376378975
91,Los Rosales,80.0,3,2.0,4,220000,1.0,1.0,0.0,1,"calle Diamante, Los Rosales, Madrid",10.981496379726469,17.344345616264295,6.342936802973978,2.2144711226476312
92,Los Rosales,16.0,3,1.0,1,114000,0.0,1.0,0.0,0,"calle Platino, Los Rosales, Madrid",5.864843121480289,9.26302414231258,3.387546468401487,1.1826735885788449
93,San Andrés,54.0,2,1.0,3,89900,0.0,1.0,1.0,0,"calle Gómez Acebo, San Andrés, Madrid",4.70152855993564,7.4256670902160105,2.7156133828996283,0.9480856586632057
94,Los Rosales,70.0,2,2.0,4,210000,1.0,1.0,0.0,1,"calle Pilar Lorengar, Los Rosales, Madrid",10.498793242156074,16.581956797966964,6.064126394052044,2.117131732641142
95,San Andrés,99.0,2,2.0,1,145000,1.0,1.0,0.0,0,"calle Salsipuedes, San Andrés, Madrid",7.361222847948512,11.626429479034307,4.2518587360594795,1.4844256975989618
96,Los Rosales,123.0,4,2.0,3,275000,1.0,1.0,1.0,0,"avenida de la Felicidad, Los Rosales, Madrid",13.636363636363637,21.53748411689962,7.87639405204461,2.7498377676833226
97,Los Ángeles,64.0,3,1.0,5,104000,0.0,1.0,0.0,0,"calle Escoriaza, Los Ángeles, Madrid",5.382139983909895,8.500635324015247,3.108736059479554,1.0853341985723557
98,Butarque,107.0,3,2.0,6,228629,1.0,1.0,1.0,1,"calle Camas, 2, Butarque, Madrid",11.398020917135963,18.002210927573064,6.583522304832714,2.2984652822842313
99,Butarque,76.0,2,2.0,6,169021,1.0,1.0,0.0,1,"calle Camas, 2, Butarque, Madrid",8.520724054706355,13.457763659466327,4.921589219330855,1.7182446463335497
100,Butarque,109.0,3,2.0,5,223022,1.0,1.0,1.0,1,"calle Camas, 2, Butarque, Madrid",11.127369267900239,17.574739517153745,6.4271933085501844,2.243887086307592
101,Butarque,108.0,3,2.0,5,220072,1.0,1.0,1.0,1,"calle Camas, 2, Butarque, Madrid",10.984971842316973,17.349834815756033,6.344944237918214,2.2151719662556775
102,Butarque,103.0,3,2.0,6,235718,1.0,1.0,1.0,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",11.740209171359613,18.542668360864038,6.781171003717472,2.367469175859831
103,Butarque,103.0,3,2.0,1,245000,1.0,1.0,0.0,1,"calle de las Viñas del Rio, 16, Butarque, Madrid",12.188254223652454,19.250317662007625,7.039962825278811,2.4578195976638546
104,Butarque,143.0,3,2.0,0,260000,1.0,1.0,0.0,1,"calle de las Viñas del Rio, 16, Butarque, Madrid",12.912308930008045,20.393900889453622,7.45817843866171,2.6038286826735884
105,Butarque,99.0,3,2.0,6,235000,1.0,1.0,0.0,1,"calle de las Viñas del Rio, 16, Butarque, Madrid",11.70555108608206,18.487928843710293,6.761152416356877,2.3604802076573654
106,Butarque,100.0,3,2.0,3,235000,1.0,1.0,0.0,1,"calle de las Viñas del Rio, 16, Butarque, Madrid",11.70555108608206,18.487928843710293,6.761152416356877,2.3604802076573654
107,Butarque,176.0,2,2.0,6,265000,1.0,1.0,0.0,1,"calle de las Viñas del Rio, 16, Butarque, Madrid",13.153660498793242,20.775095298602288,7.597583643122676,2.6524983776768334
108,Butarque,87.0,2,2.0,2,190000,1.0,1.0,0.0,1,"calle de las Viñas del Rio, 16, Butarque, Madrid",9.533386967015286,15.0571791613723,5.506505576208179,1.9224529526281635
109,Butarque,106.0,3,2.0,4,256115,1.0,1.0,1.0,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",12.724778761061946,20.097712833545106,7.349860594795539,2.5660123296560675
110,Butarque,113.0,3,2.0,0,261989,1.0,1.0,1.0,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",13.008318584070796,20.545540025412958,7.513633828996282,2.623189487345879
111,Butarque,115.0,3,2.0,1,273353,1.0,1.0,1.0,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",13.556862429605792,21.411918678526046,7.830473977695166,2.733805970149253
112,Butarque,129.0,3,2.0,7,297621,1.0,1.0,1.0,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",14.728286403861624,23.262083862770012,8.507091078066914,2.970029201817002
113,Butarque,115.0,3,2.0,6,279778,1.0,1.0,1.0,0,"calle Arroyo de la Bulera, 31, Butarque, Madrid",13.866999195494769,21.90175349428208,8.009609665427508,2.7963465282284226
114,Villaverde,110.0,2,2.0,0,135000,0.0,1.0,1.0,0,"San Andrés, Villaverde, Madrid",6.878519710378117,10.864040660736975,3.9730483271375463,1.3870863075924724
115,Los Ángeles,90.0,3,2.0,2,195000,1.0,1.0,1.0,0,"calle Anoeta, 59, Los Ángeles, Madrid",9.774738535800482,15.438373570520966,5.645910780669145,1.971122647631408
116,Los Rosales,60.0,2,1.0,1,126900,0.0,1.0,0.0,0,"calle de Sáhara, Los Rosales, Madrid",6.4875301689460985,10.246505717916138,3.7472118959107807,1.3082414016872161
117,San Andrés,80.0,3,1.0,0,145000,0.0,1.0,1.0,0,"calle Nuestra Señora de Begoña s/n, San Andrés, Madrid",7.361222847948512,11.626429479034307,4.2518587360594795,1.4844256975989618
118,San Andrés,73.0,2,1.0,1,127500,1.0,1.0,0.0,0,"calle de Tordegrillos, San Andrés, Madrid",6.516492357200322,10.292249047013977,3.7639405204460967,1.3140817650876055
119,San Andrés,122.0,3,2.0,0,179000,1.0,1.0,0.0,1,"calle Transversal Sexta, San Andrés, Madrid",9.002413515687852,14.218551461245236,5.199814126394052,1.8153796236210253
120,Butarque,98.0,3,2.0,0,266122,1.0,1.0,1.0,1,"Villaverde a Perales, Butarque, Madrid",13.207819790828639,20.860635324015245,7.6288661710037164,2.663419857235561
121,Butarque,97.0,3,2.0,0,261989,1.0,1.0,1.0,1,"villaverde a perales, Butarque, Madrid",13.008318584070796,20.545540025412958,7.513633828996282,2.623189487345879
122,Butarque,111.0,3,2.0,7,297621,1.0,1.0,1.0,1,"Ático en venta en villaverde a perales, Butarque, Madrid",14.728286403861624,23.262083862770012,8.507091078066914,2.970029201817002
123,Butarque,99.0,3,2.0,3,251569,1.0,1.0,1.0,1,"villaverde a perales, Butarque, Madrid",12.505341914722445,19.75113087674714,7.223113382899628,2.5217618429591173
124,Villaverde,77.0,3,1.0,1,113500,0.0,1.0,0.0,0,"Los Rosales, Villaverde, Madrid",5.84070796460177,9.224904701397714,3.37360594795539,1.1778066190785204
125,San Andrés,85.0,3,1.0,4,138000,0.0,1.0,1.0,0,"paseo de Alberto Palacios, Madrid, 86, San Andrés, Madrid",7.0233306516492355,11.092757306226176,4.056691449814126,1.4162881245944192
126,Butarque,90.0,3,2.0,2,225000,1.0,1.0,0.0,1,"calle Limonita, 5, Butarque, Madrid",11.222847948511665,17.72554002541296,6.482342007434944,2.2631408176508763
127,Los Rosales,133.0,2,1.0,6,264000,1.0,1.0,1.0,1,"calle Flora Tristán, 1, Los Rosales, Madrid",13.105390185036203,20.698856416772554,7.569702602230484,2.6427644386761844
128,Los Rosales,60.0,3,1.0,2,98260,0.0,1.0,0.0,0,"EDUARDO MINGUITO, Los Rosales, Madrid",5.105068382944489,8.06302414231258,2.948698884758364,1.0294613887086308
129,Butarque,133.0,3,3.0,7,275000,1.0,1.0,1.0,0,"calle Estefanita, Butarque, Madrid",13.636363636363637,21.53748411689962,7.87639405204461,2.7498377676833226
130,San Andrés,85.0,2,1.0,2,124000,0.0,1.0,0.0,0,"calle Emilia Ballester, San Andrés, Madrid",6.3475462590506835,10.025412960609911,3.66635687732342,1.2800129785853342
131,Los Ángeles,59.0,2,2.0,3,164513,1.0,1.0,1.0,1,"calle La Pícara Molinera esquina C/ El Caserío s/n, Los Ángeles, Madrid",8.303121480289622,13.114078780177891,4.795901486988847,1.6743640493186243
132,Los Ángeles,59.0,2,2.0,1,164416,1.0,1.0,1.0,1,"calle La Pícara Molinera esquina C/ El Caserío s/n, Los Ángeles, Madrid",8.298439259855188,13.106683608640406,4.7931970260223045,1.6734198572355612
133,Los Ángeles,58.0,2,2.0,4,165435,1.0,1.0,1.0,1,"calle La Pícara Molinera esquina C/ El Caserío s/n, Los Ángeles, Madrid",8.347626709573612,13.184371029224904,4.82160780669145,1.6833387410772225
134,Los Ángeles,79.0,3,2.0,1,202629,1.0,1.0,1.0,1,"calle La Pícara Molinera esquina C/ El Caserío s/n, Los Ángeles, Madrid",10.142992759452937,16.02,5.858615241635688,2.045382868267359
135,Los Ángeles,60.0,2,2.0,0,164242,1.0,1.0,1.0,1,"calle La Pícara Molinera esquina C/ El Caserío s/n, Los Ángeles, Madrid",8.290040225261464,13.093418043202032,4.788345724907063,1.6717261518494484
136,Los Rosales,121.0,3,2.0,3,260000,1.0,1.0,1.0,1,"calle María de Echarri, 11, Los Rosales, Madrid",12.912308930008045,20.393900889453622,7.45817843866171,2.6038286826735884
137,San Andrés,126.0,3,2.0,2,294900,1.0,1.0,1.0,1,"calle San Jenaro esquina Calle Alcocer, 1, San Andrés, Madrid",14.59694288012872,23.05463786531131,8.431226765799256,2.943543153796236
138,San Andrés,134.0,4,2.0,1,319900,1.0,1.0,1.0,1,"calle San Jenaro esquina Calle Alcocer, 1, San Andrés, Madrid",15.803700724054707,24.96060991105464,9.128252788104088,3.1868916288124596
139,San Andrés,111.0,3,2.0,1,259900,1.0,1.0,1.0,1,"calle San Jenaro esquina Calle Alcocer, 1, San Andrés, Madrid",12.90748189863234,20.38627700127065,7.455390334572491,2.6028552887735237
140,San Andrés,122.0,3,2.0,2,285900,1.0,1.0,1.0,1,"calle San Jenaro esquina Calle Alcocer, 1, San Andrés, Madrid",14.162510056315366,22.36848792884371,8.180297397769516,2.855937702790396
141,San Andrés,125.0,3,2.0,1,289900,1.0,1.0,1.0,1,"calle San Jenaro esquina Calle Alcocer, 1, San Andrés, Madrid",14.355591311343524,22.673443456162644,8.29182156133829,2.8948734587929916
142,San Andrés,102.0,2,2.0,1,249900,1.0,1.0,1.0,1,"calle San Jenaro esquina Calle Alcocer, 1, San Andrés, Madrid",12.424778761061948,19.623888182973317,7.176579925650557,2.5055158987670345
143,Butarque,104.0,3,2.0,1,273352,1.0,1.0,1.0,1,"villaverde a perales s/n, Butarque, Madrid",13.556814159292033,21.411842439644214,7.830446096654274,2.7337962362102526
144,San Cristóbal,66.0,3,1.0,1,104900,1.0,1.0,1.0,0,"calle MONCADA, San Cristóbal, Madrid",5.425583266291231,8.569250317662007,3.133828996282528,1.0940947436729396
145,San Andrés,95.0,2,1.0,2,155000,0.0,1.0,1.0,0,"camino Leganés, San Andrés, Madrid",7.843925985518906,12.388818297331639,4.530669144981412,1.581765087605451
